connections,read_percent,write_percent,db_mem_coef,pgpool_cache_coef,read_cost,write_cost,not_effective
100,50,50,0.7782101167315175,1.1673151750972763,8.46,0.01,1
100,80,20,0.7782101167315175,1.1673151750972763,8.46,0.01,1
300,40,60,0.7782101167315175,1.1673151750972763,8.46,0.01,1
300,50,50,0.7782101167315175,1.1673151750972763,8.46,0.01,0
300,80,20,0.7782101167315175,1.1673151750972763,8.46,0.01,0
80,40,60,0.5194805194805194,0.7792207792207793,8.58,0.01,0
80,50,50,0.5194805194805194,0.7792207792207793,8.58,0.01,0
80,80,20,0.5194805194805194,0.7792207792207793,8.58,0.01,0
100,40,60,0.5194805194805194,0.7792207792207793,8.58,0.01,0
100,50,50,0.5194805194805194,0.7792207792207793,8.58,0.01,0
100,80,20,0.5194805194805194,0.7792207792207793,8.58,0.01,0
300,40,60,0.5194805194805194,0.7792207792207793,8.58,0.01,0
300,50,50,0.5194805194805194,0.7792207792207793,8.58,0.01,0
300,80,20,0.5194805194805194,0.7792207792207793,8.58,0.01,0
80,60,40,1.5384615384615383,2.3076923076923075,8.45,8.46,1
80,80,20,1.5384615384615383,2.3076923076923075,8.45,8.46,0
90,60,40,1.5384615384615383,2.3076923076923075,8.45,8.46,1
90,80,20,1.5384615384615383,2.3076923076923075,8.45,8.46,1
100,60,40,1.5384615384615383,2.3076923076923075,8.45,8.46,1
100,80,20,1.5384615384615383,2.3076923076923075,8.45,8.46,1
150,60,40,1.5384615384615383,2.3076923076923075,8.45,8.46,1
150,80,20,1.5384615384615383,2.3076923076923075,8.45,8.46,0
210,60,40,1.5384615384615383,2.3076923076923075,8.45,8.46,0
210,80,20,1.5384615384615383,2.3076923076923075,8.45,8.46,0
280,60,40,1.5384615384615383,2.3076923076923075,8.45,8.46,1
280,80,20,1.5384615384615383,2.3076923076923075,8.45,8.46,1
320,60,40,1.5384615384615383,2.3076923076923075,8.45,8.46,1
320,80,20,1.5384615384615383,2.3076923076923075,8.45,8.46,1
80,60,40,1.2903225806451613,1.9354838709677418,8.45,8.46,0
80,80,20,1.2903225806451613,1.9354838709677418,8.45,8.46,0
90,60,40,1.2903225806451613,1.9354838709677418,8.45,8.46,1
90,80,20,1.2903225806451613,1.9354838709677418,8.45,8.46,1
100,60,40,1.2903225806451613,1.9354838709677418,8.45,8.46,0
100,80,20,1.2903225806451613,1.9354838709677418,8.45,8.46,1
150,60,40,1.2903225806451613,1.9354838709677418,8.45,8.46,0
150,80,20,1.2903225806451613,1.9354838709677418,8.45,8.46,1
210,60,40,1.2903225806451613,1.9354838709677418,8.46,8.46,0
210,80,20,1.2903225806451613,1.9354838709677418,8.45,8.46,0
280,60,40,1.2903225806451613,1.9354838709677418,8.46,8.46,0
280,80,20,1.2903225806451613,1.9354838709677418,8.46,8.46,0
320,60,40,1.2903225806451613,1.9354838709677418,8.45,8.46,0
320,80,20,1.2903225806451613,1.9354838709677418,8.46,8.46,0
80,60,40,1.0256410256410258,1.5384615384615385,8.45,8.46,0
80,80,20,1.0256410256410258,1.5384615384615385,8.45,8.46,1
90,60,40,1.0256410256410258,1.5384615384615385,8.45,8.46,1
90,80,20,1.0256410256410258,1.5384615384615385,8.45,8.46,1
100,60,40,1.0256410256410258,1.5384615384615385,8.45,8.46,0
100,80,20,1.0256410256410258,1.5384615384615385,8.45,8.46,1
150,60,40,1.0256410256410258,1.5384615384615385,8.45,8.46,1
150,80,20,1.0256410256410258,1.5384615384615385,8.45,8.46,0
210,60,40,1.0256410256410258,1.5384615384615385,8.45,8.46,1
210,80,20,1.0256410256410258,1.5384615384615385,8.45,8.46,0
280,60,40,1.0256410256410258,1.5384615384615385,8.45,8.46,1
280,80,20,1.0256410256410258,1.5384615384615385,8.45,8.46,0
320,60,40,1.0256410256410258,1.5384615384615385,8.45,8.46,1
320,80,20,1.0256410256410258,1.5384615384615385,8.45,8.46,1
80,60,40,0.5555555555555556,0.8333333333333333,8.58,8.58,0
80,80,20,0.5555555555555556,0.8333333333333333,8.58,8.58,0
90,60,40,0.5555555555555556,0.8333333333333333,8.58,8.58,0
90,80,20,0.5555555555555556,0.8333333333333333,8.58,8.58,0
100,60,40,0.5555555555555556,0.8333333333333333,8.58,8.58,0
100,80,20,0.5555555555555556,0.8333333333333333,8.58,8.58,0
150,60,40,0.5555555555555556,0.8333333333333333,8.58,8.58,0
150,80,20,0.5555555555555556,0.8333333333333333,8.58,8.58,0
210,60,40,0.5555555555555556,0.8333333333333333,8.58,8.58,0
210,80,20,0.5555555555555556,0.8333333333333333,8.58,8.58,0
280,60,40,0.5555555555555556,0.8333333333333333,8.58,8.58,0
280,80,20,0.5555555555555556,0.8333333333333333,8.58,8.58,0
320,60,40,0.5555555555555556,0.8333333333333333,8.58,8.58,0
320,80,20,0.5555555555555556,0.8333333333333333,8.58,8.58,0
80,60,40,0.5194805194805194,0.7792207792207793,8.58,8.58,0
80,80,20,0.5194805194805194,0.7792207792207793,8.58,8.58,0
90,60,40,0.5194805194805194,0.7792207792207793,8.58,8.58,0
90,80,20,0.5194805194805194,0.7792207792207793,8.58,8.58,0
100,60,40,0.5194805194805194,0.7792207792207793,8.58,8.58,0
100,80,20,0.5194805194805194,0.7792207792207793,8.58,8.58,0
150,60,40,0.5194805194805194,0.7792207792207793,8.58,8.58,0
150,80,20,0.5194805194805194,0.7792207792207793,8.58,8.58,0
210,60,40,0.5194805194805194,0.7792207792207793,8.58,8.58,0
210,80,20,0.5194805194805194,0.7792207792207793,8.58,8.58,0
280,60,40,0.5194805194805194,0.7792207792207793,8.58,8.58,0
280,80,20,0.5194805194805194,0.7792207792207793,8.58,8.58,0
320,60,40,0.5194805194805194,0.7792207792207793,8.58,8.58,0
320,80,20,0.5194805194805194,0.7792207792207793,8.58,8.58,0
97,36,66,1.5384615384615383,2.3076923076923075,0.01,27.35,1
97,73,27,1.5384615384615383,2.3076923076923075,7877.03,27.35,0
97,92,8,1.5384615384615383,2.3076923076923075,4840.39,27.35,0
170,36,66,1.5384615384615383,2.3076923076923075,2791.89,27.35,0
170,73,27,1.5384615384615383,2.3076923076923075,8999.93,27.35,0
170,92,8,1.5384615384615383,2.3076923076923075,4955.72,27.35,0
320,36,66,1.5384615384615383,2.3076923076923075,2649.31,27.35,0
320,73,27,1.5384615384615383,2.3076923076923075,4814.11,27.35,0
320,92,8,1.5384615384615383,2.3076923076923075,5003.04,27.35,0
97,36,66,0.7782101167315175,1.1673151750972763,18.42,44.98,0
97,73,27,0.7782101167315175,1.1673151750972763,7092.93,44.98,0
97,92,8,0.7782101167315175,1.1673151750972763,4704.69,44.98,0
170,36,66,0.7782101167315175,1.1673151750972763,2920.32,44.98,0
170,73,27,0.7782101167315175,1.1673151750972763,7624.03,44.98,0
170,92,8,0.7782101167315175,1.1673151750972763,4669.58,44.98,0
320,36,66,0.7782101167315175,1.1673151750972763,2734.56,44.98,0
320,73,27,0.7782101167315175,1.1673151750972763,4614.49,44.98,0
320,92,8,0.7782101167315175,1.1673151750972763,4703.58,44.98,0
97,36,66,0.5194805194805194,0.7792207792207793,18.42,63.73,0
97,73,27,0.5194805194805194,0.7792207792207793,0.01,63.73,0
97,92,8,0.5194805194805194,0.7792207792207793,4990.76,63.73,0
170,36,66,0.5194805194805194,0.7792207792207793,2786.86,63.73,0
170,73,27,0.5194805194805194,0.7792207792207793,7976.46,63.73,0
170,92,8,0.5194805194805194,0.7792207792207793,4849.69,63.73,0
320,36,66,0.5194805194805194,0.7792207792207793,2667.66,63.73,1
320,73,27,0.5194805194805194,0.7792207792207793,13355.44,63.73,0
320,92,8,0.5194805194805194,0.7792207792207793,5316.17,63.73,0
80,36,66,1.5384615384615383,2.3076923076923075,0.01,4.1,0
80,73,27,1.5384615384615383,2.3076923076923075,2304.49,4.1,0
80,92,8,1.5384615384615383,2.3076923076923075,2166.79,4.1,0
90,36,66,1.5384615384615383,2.3076923076923075,1114.97,4.1,0
90,73,27,1.5384615384615383,2.3076923076923075,4270.91,4.1,0
90,92,8,1.5384615384615383,2.3076923076923075,2124.47,4.1,0
100,36,66,1.5384615384615383,2.3076923076923075,1120.38,4.1,0
100,73,27,1.5384615384615383,2.3076923076923075,4258.54,4.1,0
100,92,8,1.5384615384615383,2.3076923076923075,2163.74,4.1,0
150,36,66,1.5384615384615383,2.3076923076923075,1192.75,4.1,0
150,73,27,1.5384615384615383,2.3076923076923075,19469.05,4.1,0
150,92,8,1.5384615384615383,2.3076923076923075,2800.43,4.1,0
210,36,66,1.5384615384615383,2.3076923076923075,1190.28,4.1,0
210,73,27,1.5384615384615383,2.3076923076923075,5750.26,4.1,0
210,92,8,1.5384615384615383,2.3076923076923075,2282.85,4.1,0
280,36,66,1.5384615384615383,2.3076923076923075,1029.2,4.1,1
280,73,27,1.5384615384615383,2.3076923076923075,9373.09,4.1,0
280,92,8,1.5384615384615383,2.3076923076923075,2415.38,4.1,0
320,36,66,1.5384615384615383,2.3076923076923075,12731.39,4.1,0
320,73,27,1.5384615384615383,2.3076923076923075,4285.51,4.1,0
320,92,8,1.5384615384615383,2.3076923076923075,4459.59,4.1,0
80,36,66,1.2903225806451613,1.9354838709677418,1185.8,4.65,0
80,73,27,1.2903225806451613,1.9354838709677418,4234.47,4.65,0
80,92,8,1.2903225806451613,1.9354838709677418,2075.94,4.65,0
90,36,66,1.2903225806451613,1.9354838709677418,1099.3,4.65,1
90,73,27,1.2903225806451613,1.9354838709677418,4267.45,4.65,0
90,92,8,1.2903225806451613,1.9354838709677418,2161.48,4.65,0
100,36,66,1.2903225806451613,1.9354838709677418,1142.86,4.65,0
100,73,27,1.2903225806451613,1.9354838709677418,4154.67,4.65,0
100,92,8,1.2903225806451613,1.9354838709677418,2218.71,4.65,0
150,36,66,1.2903225806451613,1.9354838709677418,1127.98,4.65,0
150,73,27,1.2903225806451613,1.9354838709677418,4742.7,4.65,0
150,92,8,1.2903225806451613,1.9354838709677418,2252.96,4.65,0
210,36,66,1.2903225806451613,1.9354838709677418,1032.5,4.65,0
210,73,27,1.2903225806451613,1.9354838709677418,4254.22,4.65,0
210,92,8,1.2903225806451613,1.9354838709677418,2193.8,4.65,0
280,36,66,1.2903225806451613,1.9354838709677418,18.41,4.65,0
280,73,27,1.2903225806451613,1.9354838709677418,18.41,4.65,0
280,92,8,1.2903225806451613,1.9354838709677418,1087.87,4.65,0
320,36,66,1.2903225806451613,1.9354838709677418,5066.52,4.65,0
320,73,27,1.2903225806451613,1.9354838709677418,18.41,4.65,1
320,92,8,1.2903225806451613,1.9354838709677418,0.01,4.65,1
80,36,66,1.0256410256410258,1.5384615384615385,1138.93,5.53,0
80,73,27,1.0256410256410258,1.5384615384615385,18.41,5.53,0
80,92,8,1.0256410256410258,1.5384615384615385,2277.65,5.53,0
90,36,66,1.0256410256410258,1.5384615384615385,1049.39,5.53,0
90,73,27,1.0256410256410258,1.5384615384615385,4314.09,5.53,0
90,92,8,1.0256410256410258,1.5384615384615385,2426.14,5.53,0
100,36,66,1.0256410256410258,1.5384615384615385,1115.42,5.53,0
100,73,27,1.0256410256410258,1.5384615384615385,4315.77,5.53,0
100,92,8,1.0256410256410258,1.5384615384615385,2423.91,5.53,0
150,36,66,1.0256410256410258,1.5384615384615385,5394.97,5.53,0
150,73,27,1.0256410256410258,1.5384615384615385,18.42,5.53,0
150,92,8,1.0256410256410258,1.5384615384615385,2448.64,5.53,1
210,36,66,1.0256410256410258,1.5384615384615385,9288.31,5.53,0
210,73,27,1.0256410256410258,1.5384615384615385,1058.39,5.53,0
210,92,8,1.0256410256410258,1.5384615384615385,4484.19,5.53,0
280,36,66,1.0256410256410258,1.5384615384615385,2203.13,5.53,0
280,73,27,1.0256410256410258,1.5384615384615385,2315.65,5.53,0
280,92,8,1.0256410256410258,1.5384615384615385,1044.6,5.53,0
320,36,66,1.0256410256410258,1.5384615384615385,1059.61,5.53,0
320,73,27,1.0256410256410258,1.5384615384615385,3630.44,5.53,0
320,92,8,1.0256410256410258,1.5384615384615385,2247.49,5.53,1
80,36,66,0.5555555555555556,0.8333333333333333,18.42,9.28,0
80,73,27,0.5555555555555556,0.8333333333333333,1108.24,9.28,0
80,92,8,0.5555555555555556,0.8333333333333333,4340.25,9.28,0
90,36,66,0.5555555555555556,0.8333333333333333,2208.99,9.28,0
90,73,27,0.5555555555555556,0.8333333333333333,1113.29,9.28,0
90,92,8,0.5555555555555556,0.8333333333333333,3813.3,9.28,0
100,36,66,0.5555555555555556,0.8333333333333333,2216.04,9.28,0
100,73,27,0.5555555555555556,0.8333333333333333,1077.39,9.28,0
100,92,8,0.5555555555555556,0.8333333333333333,3746.26,9.28,0
150,36,66,0.5555555555555556,0.8333333333333333,1026.4,9.28,0
150,73,27,0.5555555555555556,0.8333333333333333,2184.07,9.28,0
150,92,8,0.5555555555555556,0.8333333333333333,18.41,9.28,0
210,36,66,0.5555555555555556,0.8333333333333333,2289.06,9.28,0
210,73,27,0.5555555555555556,0.8333333333333333,1193.87,9.28,1
210,92,8,0.5555555555555556,0.8333333333333333,9538.89,9.28,0
280,36,66,0.5555555555555556,0.8333333333333333,4982.58,9.28,0
280,73,27,0.5555555555555556,0.8333333333333333,1134.83,9.28,0
280,92,8,0.5555555555555556,0.8333333333333333,3243.27,9.28,1
320,36,66,0.5555555555555556,0.8333333333333333,2378.63,9.28,1
320,73,27,0.5555555555555556,0.8333333333333333,1623.85,9.28,0
320,92,8,0.5555555555555556,0.8333333333333333,1644.26,9.28,0
80,36,66,0.5194805194805194,0.7792207792207793,18.41,9.83,0
80,73,27,0.5194805194805194,0.7792207792207793,1127.1,9.83,0
80,92,8,0.5194805194805194,0.7792207792207793,3636.32,9.83,0
90,36,66,0.5194805194805194,0.7792207792207793,2291.62,9.83,0
90,73,27,0.5194805194805194,0.7792207792207793,1156.94,9.83,0
90,92,8,0.5194805194805194,0.7792207792207793,3630.13,9.83,0
100,36,66,0.5194805194805194,0.7792207792207793,2288.13,9.83,0
100,73,27,0.5194805194805194,0.7792207792207793,1103.17,9.83,0
100,92,8,0.5194805194805194,0.7792207792207793,2048.63,9.83,0
150,36,66,0.5194805194805194,0.7792207792207793,2257.62,9.83,0
150,73,27,0.5194805194805194,0.7792207792207793,18.41,9.83,0
150,92,8,0.5194805194805194,0.7792207792207793,3935.67,9.83,0
210,36,66,0.5194805194805194,0.7792207792207793,2062.11,9.83,0
210,73,27,0.5194805194805194,0.7792207792207793,1212.14,9.83,0
210,92,8,0.5194805194805194,0.7792207792207793,18.41,9.83,0
280,36,66,0.5194805194805194,0.7792207792207793,18.42,9.83,0
280,73,27,0.5194805194805194,0.7792207792207793,2080.75,9.83,0
280,92,8,0.5194805194805194,0.7792207792207793,2449.03,9.83,0
320,36,66,0.5194805194805194,0.7792207792207793,1218.99,9.83,0
320,73,27,0.5194805194805194,0.7792207792207793,3972.66,9.83,0
320,92,8,0.5194805194805194,0.7792207792207793,1993.61,9.83,0
80,100,0,1.5384615384615383,2.3076923076923075,18.41,0.0,1
90,100,0,1.5384615384615383,2.3076923076923075,18.41,0.0,1
100,100,0,1.5384615384615383,2.3076923076923075,16455.98,0.0,1
150,100,0,1.5384615384615383,2.3076923076923075,18.41,0.0,1
210,100,0,1.5384615384615383,2.3076923076923075,18.41,0.0,1
280,100,0,1.5384615384615383,2.3076923076923075,18.41,0.0,1
320,100,0,1.5384615384615383,2.3076923076923075,18.41,0.0,1
80,100,0,1.2903225806451613,1.9354838709677418,18.41,0.0,1
90,100,0,1.2903225806451613,1.9354838709677418,18.41,0.0,1
97,100,0,1.2903225806451613,1.9354838709677418,18.41,0.0,1
100,100,0,1.2903225806451613,1.9354838709677418,18.41,0.0,1
150,100,0,1.2903225806451613,1.9354838709677418,18.41,0.0,1
170,100,0,1.2903225806451613,1.9354838709677418,18.41,0.0,1
210,100,0,1.2903225806451613,1.9354838709677418,18.41,0.0,1
280,100,0,1.2903225806451613,1.9354838709677418,9582.93,0.0,1
320,100,0,1.2903225806451613,1.9354838709677418,18.41,0.0,1
80,100,0,1.0256410256410258,1.5384615384615385,18.41,0.0,1
90,100,0,1.0256410256410258,1.5384615384615385,18.41,0.0,1
97,100,0,1.0256410256410258,1.5384615384615385,18.42,0.0,1
100,100,0,1.0256410256410258,1.5384615384615385,18.41,0.0,1
150,100,0,1.0256410256410258,1.5384615384615385,18.41,0.0,1
170,100,0,1.0256410256410258,1.5384615384615385,18.42,0.0,1
210,100,0,1.0256410256410258,1.5384615384615385,18.42,0.0,1
280,100,0,1.0256410256410258,1.5384615384615385,18.42,0.0,1
320,100,0,1.0256410256410258,1.5384615384615385,18.42,0.0,1
97,100,0,0.7782101167315175,1.1673151750972763,18.41,0.0,1
170,100,0,0.7782101167315175,1.1673151750972763,18.41,0.0,1
210,100,0,0.7782101167315175,1.1673151750972763,18.41,0.0,1
320,100,0,0.7782101167315175,1.1673151750972763,18.41,0.0,1
80,100,0,0.5555555555555556,0.8333333333333333,0.01,0.0,1
90,100,0,0.5555555555555556,0.8333333333333333,18.42,0.0,1
97,100,0,0.5555555555555556,0.8333333333333333,18.41,0.0,1
100,100,0,0.5555555555555556,0.8333333333333333,18.42,0.0,1
150,100,0,0.5555555555555556,0.8333333333333333,18.42,0.0,1
170,100,0,0.5555555555555556,0.8333333333333333,18.41,0.0,1
210,100,0,0.5555555555555556,0.8333333333333333,18.41,0.0,1
280,100,0,0.5555555555555556,0.8333333333333333,18.42,0.0,1
320,100,0,0.5555555555555556,0.8333333333333333,18.41,0.0,1
80,100,0,0.5194805194805194,0.7792207792207793,18.42,0.0,1
90,100,0,0.5194805194805194,0.7792207792207793,18.42,0.0,1
100,100,0,0.5194805194805194,0.7792207792207793,18.42,0.0,1
150,100,0,0.5194805194805194,0.7792207792207793,18.42,0.0,1
210,100,0,0.5194805194805194,0.7792207792207793,18.42,0.0,1
280,100,0,0.5194805194805194,0.7792207792207793,18.42,0.0,1
320,100,0,0.5194805194805194,0.7792207792207793,18.41,0.0,1
80,36,66,1.5384615384615383,2.3076923076923075,18.41,429.71,0
80,73,27,1.5384615384615383,2.3076923076923075,18.41,413.92,1
80,86,14,1.5384615384615383,2.3076923076923075,18.41,381.7,0
80,92,8,1.5384615384615383,2.3076923076923075,18.41,429.99,0
90,36,66,1.5384615384615383,2.3076923076923075,18.41,421.47,1
90,73,27,1.5384615384615383,2.3076923076923075,18.41,421.47,1
90,86,14,1.5384615384615383,2.3076923076923075,18.41,421.47,0
90,92,8,1.5384615384615383,2.3076923076923075,18.41,421.47,1
100,36,66,1.5384615384615383,2.3076923076923075,18.41,353.75,1
100,73,27,1.5384615384615383,2.3076923076923075,18.41,421.53,1
100,86,14,1.5384615384615383,2.3076923076923075,18.41,353.75,0
100,92,8,1.5384615384615383,2.3076923076923075,18.41,353.75,1
150,36,66,1.5384615384615383,2.3076923076923075,18.41,393.2,0
150,73,27,1.5384615384615383,2.3076923076923075,18.41,421.78,1
150,86,14,1.5384615384615383,2.3076923076923075,18.41,421.78,0
150,92,8,1.5384615384615383,2.3076923076923075,18.41,421.78,1
210,36,66,1.5384615384615383,2.3076923076923075,18.41,445.64,0
210,73,27,1.5384615384615383,2.3076923076923075,18.41,433.78,1
210,86,14,1.5384615384615383,2.3076923076923075,18.41,433.78,0
210,92,8,1.5384615384615383,2.3076923076923075,18.41,369.9,1
280,36,66,1.5384615384615383,2.3076923076923075,18.41,370.07,1
280,73,27,1.5384615384615383,2.3076923076923075,18.41,370.07,1
280,86,14,1.5384615384615383,2.3076923076923075,18.41,370.07,1
280,92,8,1.5384615384615383,2.3076923076923075,18.41,370.07,1
320,36,66,1.5384615384615383,2.3076923076923075,18.41,405.51,1
320,73,27,1.5384615384615383,2.3076923076923075,18.41,405.51,1
320,86,14,1.5384615384615383,2.3076923076923075,18.41,405.51,1
320,92,8,1.5384615384615383,2.3076923076923075,18.41,405.51,1
80,36,66,1.2903225806451613,1.9354838709677418,18.41,426.62,1
80,73,27,1.2903225806451613,1.9354838709677418,18.41,438.34,1
80,86,14,1.2903225806451613,1.9354838709677418,18.41,420.97,0
80,92,8,1.2903225806451613,1.9354838709677418,18.41,432.99,0
90,36,66,1.2903225806451613,1.9354838709677418,18.41,465.03,0
90,73,27,1.2903225806451613,1.9354838709677418,18.41,381.86,0
90,86,14,1.2903225806451613,1.9354838709677418,18.41,457.02,1
90,92,8,1.2903225806451613,1.9354838709677418,18.41,457.02,1
97,36,66,1.2903225806451613,1.9354838709677418,18.41,456.9,1
97,73,27,1.2903225806451613,1.9354838709677418,18.41,456.9,0
97,86,14,1.2903225806451613,1.9354838709677418,18.41,456.9,0
97,92,8,1.2903225806451613,1.9354838709677418,18.41,456.9,1
100,36,66,1.2903225806451613,1.9354838709677418,18.41,369.56,1
100,73,27,1.2903225806451613,1.9354838709677418,18.41,369.56,1
100,86,14,1.2903225806451613,1.9354838709677418,18.41,369.56,0
100,92,8,1.2903225806451613,1.9354838709677418,18.41,369.56,1
150,36,66,1.2903225806451613,1.9354838709677418,18.41,413.96,1
150,73,27,1.2903225806451613,1.9354838709677418,18.41,381.86,1
150,86,14,1.2903225806451613,1.9354838709677418,18.41,381.86,0
150,92,8,1.2903225806451613,1.9354838709677418,18.42,348.33,1
170,36,66,1.2903225806451613,1.9354838709677418,18.41,456.9,0
170,73,27,1.2903225806451613,1.9354838709677418,18.41,456.9,0
170,86,14,1.2903225806451613,1.9354838709677418,18.41,456.9,1
170,92,8,1.2903225806451613,1.9354838709677418,18.41,456.9,0
210,36,66,1.2903225806451613,1.9354838709677418,18.41,476.74,0
210,73,27,1.2903225806451613,1.9354838709677418,18.41,480.71,1
210,86,14,1.2903225806451613,1.9354838709677418,18.41,488.65,0
210,92,8,1.2903225806451613,1.9354838709677418,18.41,492.61,0
280,36,66,1.2903225806451613,1.9354838709677418,18.41,449.01,0
280,73,27,1.2903225806451613,1.9354838709677418,18.41,381.86,0
280,86,14,1.2903225806451613,1.9354838709677418,18.41,11.87,0
280,92,8,1.2903225806451613,1.9354838709677418,2302.09,301.13,1
320,36,66,1.2903225806451613,1.9354838709677418,18.41,456.9,0
320,73,27,1.2903225806451613,1.9354838709677418,18.41,456.9,0
320,86,14,1.2903225806451613,1.9354838709677418,18.41,460.87,0
320,92,8,1.2903225806451613,1.9354838709677418,18.41,468.81,0
80,36,66,1.0256410256410258,1.5384615384615385,18.41,360.57,0
80,73,27,1.0256410256410258,1.5384615384615385,18.41,360.57,1
80,86,14,1.0256410256410258,1.5384615384615385,34414.94,11.33,1
80,92,8,1.0256410256410258,1.5384615384615385,18.41,360.57,1
90,36,66,1.0256410256410258,1.5384615384615385,18.41,360.57,0
90,73,27,1.0256410256410258,1.5384615384615385,18.41,360.57,1
90,86,14,1.0256410256410258,1.5384615384615385,18.41,385.77,1
90,92,8,1.0256410256410258,1.5384615384615385,18.41,373.86,0
97,36,66,1.0256410256410258,1.5384615384615385,0.01,11.6,1
97,73,27,1.0256410256410258,1.5384615384615385,18.42,142.7,1
97,86,14,1.0256410256410258,1.5384615384615385,18.42,157.0,1
97,92,8,1.0256410256410258,1.5384615384615385,18.42,169.26,1
100,36,66,1.0256410256410258,1.5384615384615385,18.41,357.97,1
100,73,27,1.0256410256410258,1.5384615384615385,18.41,354.0,0
100,86,14,1.0256410256410258,1.5384615384615385,18.41,354.0,1
100,92,8,1.0256410256410258,1.5384615384615385,18.41,354.0,1
150,36,66,1.0256410256410258,1.5384615384615385,18.41,280.04,0
150,73,27,1.0256410256410258,1.5384615384615385,18.41,254.08,0
150,86,14,1.0256410256410258,1.5384615384615385,18.41,224.6,1
150,92,8,1.0256410256410258,1.5384615384615385,3635.62,187.11,0
170,36,66,1.0256410256410258,1.5384615384615385,18.42,180.17,1
170,73,27,1.0256410256410258,1.5384615384615385,18.42,193.8,1
170,86,14,1.0256410256410258,1.5384615384615385,18.42,206.07,0
170,92,8,1.0256410256410258,1.5384615384615385,18.42,214.24,0
210,36,66,1.0256410256410258,1.5384615384615385,18.42,253.07,1
210,73,27,1.0256410256410258,1.5384615384615385,18.42,261.25,1
210,86,14,1.0256410256410258,1.5384615384615385,18.42,268.07,0
210,92,8,1.0256410256410258,1.5384615384615385,18.42,272.16,0
280,36,66,1.0256410256410258,1.5384615384615385,18.41,360.57,1
280,73,27,1.0256410256410258,1.5384615384615385,18.41,360.57,1
280,86,14,1.0256410256410258,1.5384615384615385,18.41,360.57,0
280,92,8,1.0256410256410258,1.5384615384615385,18.42,11.71,1
320,36,66,1.0256410256410258,1.5384615384615385,18.42,221.06,1
320,73,27,1.0256410256410258,1.5384615384615385,18.42,231.27,1
320,86,14,1.0256410256410258,1.5384615384615385,18.42,239.44,0
320,92,8,1.0256410256410258,1.5384615384615385,18.42,246.26,1
97,36,66,0.7782101167315175,1.1673151750972763,0.01,189.92,1
97,73,27,0.7782101167315175,1.1673151750972763,18.41,201.26,1
97,86,14,0.7782101167315175,1.1673151750972763,18.41,209.5,1
97,92,8,0.7782101167315175,1.1673151750972763,18.41,215.8,1
170,36,66,0.7782101167315175,1.1673151750972763,18.41,222.09,1
170,73,27,0.7782101167315175,1.1673151750972763,18.41,229.65,1
170,86,14,0.7782101167315175,1.1673151750972763,18.41,237.21,0
170,92,8,0.7782101167315175,1.1673151750972763,18.41,242.25,1
210,36,66,0.7782101167315175,1.1673151750972763,18.41,368.03,1
210,73,27,0.7782101167315175,1.1673151750972763,18.41,368.03,0
210,86,14,0.7782101167315175,1.1673151750972763,18.41,368.03,0
210,92,8,0.7782101167315175,1.1673151750972763,18.41,368.03,0
320,36,66,0.7782101167315175,1.1673151750972763,18.41,368.03,1
320,73,27,0.7782101167315175,1.1673151750972763,18.41,368.03,1
320,86,14,0.7782101167315175,1.1673151750972763,18.41,368.03,1
320,92,8,0.7782101167315175,1.1673151750972763,18.41,368.03,1
80,36,66,0.5555555555555556,0.8333333333333333,18.41,477.43,0
80,73,27,0.5555555555555556,0.8333333333333333,18.41,323.64,1
80,86,14,0.5555555555555556,0.8333333333333333,18.41,236.61,0
80,92,8,0.5555555555555556,0.8333333333333333,18.42,443.24,1
90,36,66,0.5555555555555556,0.8333333333333333,18.42,11.42,1
90,73,27,0.5555555555555556,0.8333333333333333,18.42,11.69,1
90,86,14,0.5555555555555556,0.8333333333333333,18.42,176.3,1
90,92,8,0.5555555555555556,0.8333333333333333,18.42,191.19,0
97,36,66,0.5555555555555556,0.8333333333333333,18.41,11.69,1
97,73,27,0.5555555555555556,0.8333333333333333,18.41,11.87,0
97,86,14,0.5555555555555556,0.8333333333333333,18.41,12.0,0
97,92,8,0.5555555555555556,0.8333333333333333,18.41,12.27,0
100,36,66,0.5555555555555556,0.8333333333333333,18.42,428.52,0
100,73,27,0.5555555555555556,0.8333333333333333,18.42,417.39,1
100,86,14,0.5555555555555556,0.8333333333333333,18.42,340.63,1
100,92,8,0.5555555555555556,0.8333333333333333,18.42,340.63,1
150,36,66,0.5555555555555556,0.8333333333333333,18.42,340.63,1
150,73,27,0.5555555555555556,0.8333333333333333,18.42,357.73,1
150,86,14,0.5555555555555556,0.8333333333333333,18.42,362.17,1
150,92,8,0.5555555555555556,0.8333333333333333,18.42,362.17,0
170,36,66,0.5555555555555556,0.8333333333333333,18.41,139.4,0
170,73,27,0.5555555555555556,0.8333333333333333,18.41,146.11,1
170,86,14,0.5555555555555556,0.8333333333333333,18.41,153.49,0
170,92,8,0.5555555555555556,0.8333333333333333,18.41,157.52,1
210,36,66,0.5555555555555556,0.8333333333333333,18.41,183.01,1
210,73,27,0.5555555555555556,0.8333333333333333,18.41,188.38,0
210,86,14,0.5555555555555556,0.8333333333333333,18.41,193.75,0
210,92,8,0.5555555555555556,0.8333333333333333,18.41,196.43,0
280,36,66,0.5555555555555556,0.8333333333333333,18.42,362.17,0
