connections,read_percent,write_percent,db_mem_coef,pgpool_cache_coef,read_cost,write_cost,effective,effective_coef
320,100,0,1.8,1.2,8.58,0.0,True,2.4087733416831183
80,100,0,1.925,1.2833333333333334,8.58,0.0,True,1.9872974478424976
90,100,0,1.925,1.2833333333333334,8.58,0.0,True,1.1505341554293884
100,100,0,1.925,1.2833333333333334,8.58,0.0,True,1.6324129713618565
150,100,0,1.925,1.2833333333333334,8.58,0.0,True,1.840177834899565
210,100,0,1.925,1.2833333333333334,8.58,0.0,True,2.646909507359876
280,100,0,1.925,1.2833333333333334,8.58,0.0,True,2.704930568728488
300,100,0,1.925,1.2833333333333334,8.58,0.0,True,1.3477462675792193
320,100,0,1.925,1.2833333333333334,8.58,0.0,True,2.075954017452029
80,40,60,0.65,0.43333333333333335,8.45,0.01,False,0.5977268347953368
80,50,50,0.65,0.43333333333333335,8.45,0.01,False,0.6254472046307644
80,80,20,0.65,0.43333333333333335,8.45,0.01,False,0.5109714628658465
100,40,60,0.65,0.43333333333333335,8.45,0.01,False,0.5810201489491074
100,50,50,0.65,0.43333333333333335,8.45,0.01,False,0.5434559464663852
100,80,20,0.65,0.43333333333333335,8.45,0.01,False,0.4533869728879764
300,40,60,0.65,0.43333333333333335,8.45,0.01,False,0.714794519011764
300,50,50,0.65,0.43333333333333335,8.45,0.01,False,0.6214334736522229
300,80,20,0.65,0.43333333333333335,8.45,0.01,False,0.5992270948064204
80,40,60,1.285,0.8566666666666666,8.46,0.01,False,0.4690081822523493
80,50,50,1.285,0.8566666666666666,8.46,0.01,True,1.6533652483326007
80,80,20,1.285,0.8566666666666666,8.46,0.01,False,0.5283655573981884
100,40,60,1.285,0.8566666666666666,8.46,0.01,False,0.34160991206184577
100,50,50,1.285,0.8566666666666666,8.46,0.01,False,0.5262522931902888
100,80,20,1.285,0.8566666666666666,8.46,0.01,False,0.4408130166050283
300,40,60,1.285,0.8566666666666666,8.46,0.01,False,0.999373879200437
300,50,50,1.285,0.8566666666666666,8.46,0.01,True,1.2489993163648376
300,80,20,1.285,0.8566666666666666,8.46,0.01,True,1.2852052536906662
80,40,60,1.925,1.2833333333333334,8.58,0.01,True,1.46679666790853
80,50,50,1.925,1.2833333333333334,8.58,0.01,True,1.6385340414607206
80,80,20,1.925,1.2833333333333334,8.58,0.01,True,1.8748715265143934
100,40,60,1.925,1.2833333333333334,8.58,0.01,True,1.4670050514291042
100,50,50,1.925,1.2833333333333334,8.58,0.01,True,1.605048853058407
100,80,20,1.925,1.2833333333333334,8.58,0.01,True,1.7317642863091078
300,40,60,1.925,1.2833333333333334,8.58,0.01,True,1.1379057704581286
300,50,50,1.925,1.2833333333333334,8.58,0.01,True,1.8429516293701758
300,80,20,1.925,1.2833333333333334,8.58,0.01,True,2.2225643408494338
80,60,40,0.65,0.43333333333333335,8.45,8.46,False,0.9532131562902854
80,80,20,0.65,0.43333333333333335,8.45,8.46,True,1.9729963716112524
90,60,40,0.65,0.43333333333333335,8.45,8.46,False,0.8711691503239838
90,80,20,0.65,0.43333333333333335,8.45,8.46,False,0.8668268434102404
100,60,40,0.65,0.43333333333333335,8.45,8.46,False,0.8873911006930643
100,80,20,0.65,0.43333333333333335,8.45,8.46,False,0.6527136672400273
150,60,40,0.65,0.43333333333333335,8.45,8.46,False,0.8485285024848827
150,80,20,0.65,0.43333333333333335,8.45,8.46,True,1.3151241300510208
210,60,40,0.65,0.43333333333333335,8.45,8.46,True,1.1177888392979725
210,80,20,0.65,0.43333333333333335,8.45,8.46,True,1.2996100034945468
280,60,40,0.65,0.43333333333333335,8.45,8.46,False,0.7483888672454722
280,80,20,0.65,0.43333333333333335,8.45,8.46,False,0.9339015582965451
320,60,40,0.65,0.43333333333333335,8.45,8.46,False,0.9574621044649947
320,80,20,0.65,0.43333333333333335,8.45,8.46,False,0.5554834358063301
80,60,40,0.775,0.5166666666666667,8.45,8.46,True,1.0794407594782038
80,80,20,0.775,0.5166666666666667,8.45,8.46,True,1.1683787793496612
90,60,40,0.775,0.5166666666666667,8.45,8.46,False,0.9201174480352114
90,80,20,0.775,0.5166666666666667,8.45,8.46,False,0.774000099927921
100,60,40,0.775,0.5166666666666667,8.45,8.46,True,1.0917075633814393
100,80,20,0.775,0.5166666666666667,8.45,8.46,False,0.6639936999939121
150,60,40,0.775,0.5166666666666667,8.45,8.46,True,1.0479934131694901
150,80,20,0.775,0.5166666666666667,8.45,8.46,False,0.6774437292013394
210,60,40,0.775,0.5166666666666667,8.46,8.46,True,1.2929658501937815
210,80,20,0.775,0.5166666666666667,8.45,8.46,True,1.2393545040701526
280,60,40,0.775,0.5166666666666667,8.46,8.46,True,1.5588859694449773
280,80,20,0.775,0.5166666666666667,8.46,8.46,True,1.6757019451784778
320,60,40,0.775,0.5166666666666667,8.45,8.46,True,1.3104183031576697
320,80,20,0.775,0.5166666666666667,8.46,8.46,True,1.8042851201256735
80,60,40,0.975,0.65,8.45,8.46,True,2.217024336258517
80,80,20,0.975,0.65,8.45,8.46,False,0.9339229058721759
90,60,40,0.975,0.65,8.45,8.46,False,0.9967360961905042
90,80,20,0.975,0.65,8.45,8.46,False,0.8060800552991617
100,60,40,0.975,0.65,8.45,8.46,True,1.0131349441338617
100,80,20,0.975,0.65,8.45,8.46,False,0.6723285166240376
150,60,40,0.975,0.65,8.45,8.46,False,0.7755478891864356
150,80,20,0.975,0.65,8.45,8.46,True,1.19468125215987
210,60,40,0.975,0.65,8.45,8.46,False,0.7823696887887839
210,80,20,0.975,0.65,8.45,8.46,True,1.5217958517299388
280,60,40,0.975,0.65,8.45,8.46,False,0.9389428233068519
280,80,20,0.975,0.65,8.45,8.46,True,1.1695677006203693
320,60,40,0.975,0.65,8.45,8.46,False,0.7701694819256992
320,80,20,0.975,0.65,8.45,8.46,False,0.4963372851904167
80,60,40,1.8,1.2,8.58,8.58,True,1.6476879394612822
80,80,20,1.8,1.2,8.58,8.58,True,1.5767485000212493
90,60,40,1.8,1.2,8.58,8.58,True,1.4008310779606616
90,80,20,1.8,1.2,8.58,8.58,True,1.6914578411588848
100,60,40,1.8,1.2,8.58,8.58,True,1.3342311425635398
100,80,20,1.8,1.2,8.58,8.58,True,1.451119792119785
150,60,40,1.8,1.2,8.58,8.58,True,1.1382250010524664
150,80,20,1.8,1.2,8.58,8.58,True,1.2857294888690312
210,60,40,1.8,1.2,8.58,8.58,True,1.0567011659240992
210,80,20,1.8,1.2,8.58,8.58,True,1.5414074009641408
280,60,40,1.8,1.2,8.58,8.58,True,1.1825873913679628
280,80,20,1.8,1.2,8.58,8.58,True,1.4674336569640405
320,60,40,1.8,1.2,8.58,8.58,True,1.354115913816042
320,80,20,1.8,1.2,8.58,8.58,True,1.669266951215524
80,60,40,1.925,1.2833333333333334,8.58,8.58,True,1.334359542534476
80,80,20,1.925,1.2833333333333334,8.58,8.58,True,1.1006096921671005
90,60,40,1.925,1.2833333333333334,8.58,8.58,True,1.16837891361678
90,80,20,1.925,1.2833333333333334,8.58,8.58,True,1.345149374780385
100,60,40,1.925,1.2833333333333334,8.58,8.58,True,1.1308729206636128
100,80,20,1.925,1.2833333333333334,8.58,8.58,True,1.4363263614576312
150,60,40,1.925,1.2833333333333334,8.58,8.58,True,1.3110200634772833
150,80,20,1.925,1.2833333333333334,8.58,8.58,True,1.5876635285488745
210,60,40,1.925,1.2833333333333334,8.58,8.58,True,1.2786335936562634
210,80,20,1.925,1.2833333333333334,8.58,8.58,True,1.532540597052833
280,60,40,1.925,1.2833333333333334,8.58,8.58,True,1.1024694027421462
280,80,20,1.925,1.2833333333333334,8.58,8.58,True,1.3518090277186348
320,60,40,1.925,1.2833333333333334,8.58,8.58,True,1.2082180288224935
320,80,20,1.925,1.2833333333333334,8.58,8.58,True,1.3145604994677786
97,36,66,0.65,0.43333333333333335,0.01,27.35,False,0.9347971125673415
97,73,27,0.65,0.43333333333333335,7877.03,27.35,True,1.2494480659112652
97,92,8,0.65,0.43333333333333335,4840.39,27.35,True,1.366460590097715
170,36,66,0.65,0.43333333333333335,2791.89,27.35,True,1.350540953401973
170,73,27,0.65,0.43333333333333335,8999.93,27.35,True,1.3357447459220964
170,92,8,0.65,0.43333333333333335,4955.72,27.35,True,1.3855911071925533
320,36,66,0.65,0.43333333333333335,2649.31,27.35,True,1.390065343374772
320,73,27,0.65,0.43333333333333335,4814.11,27.35,True,1.3901645553515514
320,92,8,0.65,0.43333333333333335,5003.04,27.35,True,1.405239376520557
97,36,66,1.285,0.8566666666666666,18.42,44.98,True,1.3354618469009683
97,73,27,1.285,0.8566666666666666,7092.93,44.98,True,1.3112085691028994
97,92,8,1.285,0.8566666666666666,4704.69,44.98,True,1.3549225870032309
170,36,66,1.285,0.8566666666666666,2920.32,44.98,True,1.3989487979684558
170,73,27,1.285,0.8566666666666666,7624.03,44.98,True,1.3538233353354434
170,92,8,1.285,0.8566666666666666,4669.58,44.98,True,1.3726860095759228
320,36,66,1.285,0.8566666666666666,2734.56,44.98,True,1.414873218047331
320,73,27,1.285,0.8566666666666666,4614.49,44.98,True,1.3938072339293706
320,92,8,1.285,0.8566666666666666,4703.58,44.98,True,1.3759994954407615
97,36,66,1.925,1.2833333333333334,18.42,63.73,True,2.027570884331378
97,73,27,1.925,1.2833333333333334,0.01,63.73,True,1.349726317838022
97,92,8,1.925,1.2833333333333334,4990.76,63.73,True,1.3883220377773207
170,36,66,1.925,1.2833333333333334,2786.86,63.73,True,1.3026514094839696
170,73,27,1.925,1.2833333333333334,7976.46,63.73,True,1.3708792074898883
170,92,8,1.925,1.2833333333333334,4849.69,63.73,True,1.398428731980085
320,36,66,1.925,1.2833333333333334,2667.66,63.73,False,0.9124657719555157
320,73,27,1.925,1.2833333333333334,13355.44,63.73,True,1.401506861790504
320,92,8,1.925,1.2833333333333334,5316.17,63.73,True,1.3920895162268987
80,36,66,0.65,0.43333333333333335,0.01,4.1,True,1.3510350521859775
80,73,27,0.65,0.43333333333333335,2304.49,4.1,True,1.4114802332378693
80,92,8,0.65,0.43333333333333335,2166.79,4.1,True,1.3750516156413386
90,36,66,0.65,0.43333333333333335,1114.97,4.1,True,1.4029197424639364
90,73,27,0.65,0.43333333333333335,4270.91,4.1,True,1.3925480563218418
90,92,8,0.65,0.43333333333333335,2124.47,4.1,True,1.3836221822242232
100,36,66,0.65,0.43333333333333335,1120.38,4.1,True,1.3513561114440815
100,73,27,0.65,0.43333333333333335,4258.54,4.1,True,1.393332460361225
100,92,8,0.65,0.43333333333333335,2163.74,4.1,True,1.3926182648387944
150,36,66,0.65,0.43333333333333335,1192.75,4.1,True,1.0361287392224545
150,73,27,0.65,0.43333333333333335,19469.05,4.1,True,1.3987936907135454
150,92,8,0.65,0.43333333333333335,2800.43,4.1,True,1.3618973383104858
210,36,66,0.65,0.43333333333333335,1190.28,4.1,True,1.331873129029368
210,73,27,0.65,0.43333333333333335,5750.26,4.1,True,1.424682177234761
210,92,8,0.65,0.43333333333333335,2282.85,4.1,True,1.373917165531604
280,36,66,0.65,0.43333333333333335,1029.2,4.1,False,0.8455713175659354
280,73,27,0.65,0.43333333333333335,9373.09,4.1,True,1.439561630005388
280,92,8,0.65,0.43333333333333335,2415.38,4.1,True,1.4199219062194102
320,36,66,0.65,0.43333333333333335,12731.39,4.1,True,1.514048902847892
320,73,27,0.65,0.43333333333333335,4285.51,4.1,True,1.4551502081471959
320,92,8,0.65,0.43333333333333335,4459.59,4.1,True,1.4059642036512014
80,36,66,0.775,0.5166666666666667,1185.8,4.65,True,1.3171182080381378
80,73,27,0.775,0.5166666666666667,4234.47,4.65,True,1.3963722799559073
80,92,8,0.775,0.5166666666666667,2075.94,4.65,True,1.3939486942522732
90,36,66,0.775,0.5166666666666667,1099.3,4.65,False,0.8854070415549818
90,73,27,0.775,0.5166666666666667,4267.45,4.65,True,1.3998948450552888
90,92,8,0.775,0.5166666666666667,2161.48,4.65,True,1.3850643527227526
100,36,66,0.775,0.5166666666666667,1142.86,4.65,True,1.359464074757605
100,73,27,0.775,0.5166666666666667,4154.67,4.65,True,1.3891172496284423
100,92,8,0.775,0.5166666666666667,2218.71,4.65,True,1.3929514146084185
150,36,66,0.775,0.5166666666666667,1127.98,4.65,True,1.3804098166809344
150,73,27,0.775,0.5166666666666667,4742.7,4.65,True,1.4141044914269214
150,92,8,0.775,0.5166666666666667,2252.96,4.65,True,1.5171487949027302
210,36,66,0.775,0.5166666666666667,1032.5,4.65,True,1.436053978825972
210,73,27,0.775,0.5166666666666667,4254.22,4.65,True,1.437447264058982
210,92,8,0.775,0.5166666666666667,2193.8,4.65,True,1.3660096656574576
280,36,66,0.775,0.5166666666666667,18.41,4.65,True,1.55048100932081
280,73,27,0.775,0.5166666666666667,18.41,4.65,True,1.4825921645558835
280,92,8,0.775,0.5166666666666667,1087.87,4.65,True,1.3782810610702254
320,36,66,0.775,0.5166666666666667,5066.52,4.65,True,1.4890525936513483
320,73,27,0.775,0.5166666666666667,18.41,4.65,False,0.9701659407493323
320,92,8,0.775,0.5166666666666667,0.01,4.65,False,0.9013164422158325
80,36,66,0.975,0.65,1138.93,5.53,True,1.3424792593648807
80,73,27,0.975,0.65,18.41,5.53,True,1.4051307205521184
80,92,8,0.975,0.65,2277.65,5.53,True,1.3995769876538575
90,36,66,0.975,0.65,1049.39,5.53,True,1.3667640446221117
90,73,27,0.975,0.65,4314.09,5.53,True,1.4321646002720154
90,92,8,0.975,0.65,2426.14,5.53,True,1.3835924073127273
100,36,66,0.975,0.65,1115.42,5.53,True,1.3473399343419588
100,73,27,0.975,0.65,4315.77,5.53,True,1.366208816729416
100,92,8,0.975,0.65,2423.91,5.53,True,1.396439114822147
150,36,66,0.975,0.65,5394.97,5.53,True,1.3623834421353112
150,73,27,0.975,0.65,18.42,5.53,True,1.4444129577697853
150,92,8,0.975,0.65,2448.64,5.53,False,0.9261526189721957
210,36,66,0.975,0.65,9288.31,5.53,True,1.4314418450161515
210,73,27,0.975,0.65,1058.39,5.53,True,1.4247301194349624
210,92,8,0.975,0.65,4484.19,5.53,True,1.37680690255841
280,36,66,0.975,0.65,2203.13,5.53,True,1.3809463512730427
280,73,27,0.975,0.65,2315.65,5.53,True,1.6724444729242205
280,92,8,0.975,0.65,1044.6,5.53,True,1.430266156872044
320,36,66,0.975,0.65,1059.61,5.53,True,1.4388676240319347
320,73,27,0.975,0.65,3630.44,5.53,True,1.4087814458400882
320,92,8,0.975,0.65,2247.49,5.53,False,0.8996850477199394
80,36,66,1.8,1.2,18.42,9.28,True,1.3074283082777365
80,73,27,1.8,1.2,1108.24,9.28,True,1.3835466277011943
80,92,8,1.8,1.2,4340.25,9.28,True,1.3912263604019002
90,36,66,1.8,1.2,2208.99,9.28,True,1.2578542926513396
90,73,27,1.8,1.2,1113.29,9.28,True,1.3685643474098983
90,92,8,1.8,1.2,3813.3,9.28,True,1.3945148849161286
100,36,66,1.8,1.2,2216.04,9.28,True,1.2471405241752473
100,73,27,1.8,1.2,1077.39,9.28,True,1.367525496872135
100,92,8,1.8,1.2,3746.26,9.28,True,1.3860620129321806
150,36,66,1.8,1.2,1026.4,9.28,True,1.23801338063428
150,73,27,1.8,1.2,2184.07,9.28,True,1.2332197414116568
150,92,8,1.8,1.2,18.41,9.28,True,1.4023921909674062
210,36,66,1.8,1.2,2289.06,9.28,True,1.271116204713871
210,73,27,1.8,1.2,1193.87,9.28,False,0.9231619451080785
210,92,8,1.8,1.2,9538.89,9.28,True,1.4039477046924984
280,36,66,1.8,1.2,4982.58,9.28,True,1.0906615489498934
280,73,27,1.8,1.2,1134.83,9.28,True,1.2987692582542298
280,92,8,1.8,1.2,3243.27,9.28,False,0.8822750729910539
320,36,66,1.8,1.2,2378.63,9.28,False,0.6823291835163118
320,73,27,1.8,1.2,1623.85,9.28,True,1.3830713357861657
320,92,8,1.8,1.2,1644.26,9.28,True,1.3757127982719164
80,36,66,1.925,1.2833333333333334,18.41,9.83,True,1.2087636992742643
80,73,27,1.925,1.2833333333333334,1127.1,9.83,True,1.3772194911011688
80,92,8,1.925,1.2833333333333334,3636.32,9.83,True,1.395954330376583
90,36,66,1.925,1.2833333333333334,2291.62,9.83,True,1.2387651761432434
90,73,27,1.925,1.2833333333333334,1156.94,9.83,True,1.3922271405608435
90,92,8,1.925,1.2833333333333334,3630.13,9.83,True,1.3965852007774802
100,36,66,1.925,1.2833333333333334,2288.13,9.83,True,1.2286030899825378
100,73,27,1.925,1.2833333333333334,1103.17,9.83,True,1.371182662256744
100,92,8,1.925,1.2833333333333334,2048.63,9.83,True,1.391557066129104
150,36,66,1.925,1.2833333333333334,2257.62,9.83,True,1.2599451834804631
150,73,27,1.925,1.2833333333333334,18.41,9.83,True,1.428480627948439
150,92,8,1.925,1.2833333333333334,3935.67,9.83,True,1.4142030887194768
210,36,66,1.925,1.2833333333333334,2062.11,9.83,True,1.3365602408885198
210,73,27,1.925,1.2833333333333334,1212.14,9.83,True,1.3910085894557902
210,92,8,1.925,1.2833333333333334,18.41,9.83,True,1.4148129421442037
280,36,66,1.925,1.2833333333333334,18.42,9.83,True,1.019873211733061
280,73,27,1.925,1.2833333333333334,2080.75,9.83,True,1.3909165243495634
280,92,8,1.925,1.2833333333333334,2449.03,9.83,True,1.4212211309398008
320,36,66,1.925,1.2833333333333334,1218.99,9.83,True,1.3184865986572107
320,73,27,1.925,1.2833333333333334,3972.66,9.83,True,1.4185427050267492
320,92,8,1.925,1.2833333333333334,1993.61,9.83,True,1.3879376754997828
80,100,0,0.65,0.43333333333333335,18.41,0.0,False,0.4890926604782618
90,100,0,0.65,0.43333333333333335,18.41,0.0,False,0.481890082409712
100,100,0,0.65,0.43333333333333335,16455.98,0.0,False,0.5067725096433394
150,100,0,0.65,0.43333333333333335,18.41,0.0,False,0.5789385558343723
210,100,0,0.65,0.43333333333333335,18.41,0.0,False,0.5761386691398815
280,100,0,0.65,0.43333333333333335,18.41,0.0,False,0.6587922162714294
320,100,0,0.65,0.43333333333333335,18.41,0.0,False,0.6994622823695353
80,100,0,0.775,0.5166666666666667,18.41,0.0,False,0.4815330681981175
90,100,0,0.775,0.5166666666666667,18.41,0.0,False,0.4582950673475118
97,100,0,0.775,0.5166666666666667,18.41,0.0,False,0.4441972605829538
100,100,0,0.775,0.5166666666666667,18.41,0.0,False,0.4877100131586644
150,100,0,0.775,0.5166666666666667,18.41,0.0,False,0.6140401004242914
170,100,0,0.775,0.5166666666666667,18.41,0.0,False,0.502042575751189
210,100,0,0.775,0.5166666666666667,18.41,0.0,False,0.5470514350079919
280,100,0,0.775,0.5166666666666667,9582.93,0.0,False,0.6304055014256367
320,100,0,0.775,0.5166666666666667,18.41,0.0,False,0.6290901361401529
80,100,0,0.975,0.65,18.41,0.0,False,0.46443050690724874
90,100,0,0.975,0.65,18.41,0.0,False,0.48942025893335395
97,100,0,0.975,0.65,18.42,0.0,False,0.38842632065299354
100,100,0,0.975,0.65,18.41,0.0,False,0.47298096568167614
150,100,0,0.975,0.65,18.41,0.0,False,0.5396692248967849
170,100,0,0.975,0.65,18.42,0.0,False,0.4859926706167376
210,100,0,0.975,0.65,18.42,0.0,False,0.49027066861310586
280,100,0,0.975,0.65,18.42,0.0,False,0.6372136406493565
320,100,0,0.975,0.65,18.42,0.0,False,0.3949746961162288
97,100,0,1.285,0.8566666666666666,18.41,0.0,False,0.49303886467348834
170,100,0,1.285,0.8566666666666666,18.41,0.0,False,0.6156615058341034
210,100,0,1.285,0.8566666666666666,18.41,0.0,False,0.6537583902500477
320,100,0,1.285,0.8566666666666666,18.41,0.0,False,0.7246342033099094
80,100,0,1.8,1.2,0.01,0.0,False,0.2842389200499096
90,100,0,1.8,1.2,18.42,0.0,False,0.44184679254153814
97,100,0,1.8,1.2,18.41,0.0,False,0.458675247503927
100,100,0,1.8,1.2,18.42,0.0,False,0.2979099517572182
150,100,0,1.8,1.2,18.42,0.0,False,0.31817374714668517
170,100,0,1.8,1.2,18.41,0.0,False,0.5140482420768623
210,100,0,1.8,1.2,18.41,0.0,False,0.37232154201766565
280,100,0,1.8,1.2,18.42,0.0,False,0.4023553793697864
320,100,0,1.8,1.2,18.41,0.0,False,0.3954276867785404
80,100,0,1.925,1.2833333333333334,18.42,0.0,False,0.4777261921395374
90,100,0,1.925,1.2833333333333334,18.42,0.0,False,0.46909102492762295
100,100,0,1.925,1.2833333333333334,18.42,0.0,False,0.47348373481018785
150,100,0,1.925,1.2833333333333334,18.42,0.0,False,0.3127770121281132
210,100,0,1.925,1.2833333333333334,18.42,0.0,False,0.5443246986053145
280,100,0,1.925,1.2833333333333334,18.42,0.0,False,0.6371148507692049
320,100,0,1.925,1.2833333333333334,18.41,0.0,False,0.4583038917442602
80,36,66,0.65,0.43333333333333335,18.41,429.71,True,1.090895146087404
80,73,27,0.65,0.43333333333333335,18.41,413.92,False,0.8281099849631534
80,86,14,0.65,0.43333333333333335,18.41,381.7,True,1.7858909220669492
80,92,8,0.65,0.43333333333333335,18.41,429.99,True,2.1438116179754982
90,36,66,0.65,0.43333333333333335,18.41,421.47,False,0.82684765380367
90,73,27,0.65,0.43333333333333335,18.41,421.47,False,0.5058735183551034
90,86,14,0.65,0.43333333333333335,18.41,421.47,True,1.1310475260141846
90,92,8,0.65,0.43333333333333335,18.41,421.47,False,0.3483153748304302
100,36,66,0.65,0.43333333333333335,18.41,353.75,False,0.5729317532172147
100,73,27,0.65,0.43333333333333335,18.41,421.53,False,0.6344771211977155
100,86,14,0.65,0.43333333333333335,18.41,353.75,True,2.2868290137619165
100,92,8,0.65,0.43333333333333335,18.41,353.75,False,0.7361354741788457
150,36,66,0.65,0.43333333333333335,18.41,393.2,True,1.2023285703715583
150,73,27,0.65,0.43333333333333335,18.41,421.78,False,0.5214222795970029
150,86,14,0.65,0.43333333333333335,18.41,421.78,True,1.34261554855052
150,92,8,0.65,0.43333333333333335,18.41,421.78,False,0.5205366342294379
210,36,66,0.65,0.43333333333333335,18.41,445.64,True,1.0522100428846857
210,73,27,0.65,0.43333333333333335,18.41,433.78,False,0.5482659970999455
210,86,14,0.65,0.43333333333333335,18.41,433.78,True,1.0518838917255573
210,92,8,0.65,0.43333333333333335,18.41,369.9,False,0.9986702749958467
280,36,66,0.65,0.43333333333333335,18.41,370.07,False,0.8048094998596206
280,73,27,0.65,0.43333333333333335,18.41,370.07,False,0.34586778206904223
280,86,14,0.65,0.43333333333333335,18.41,370.07,False,0.5607082489319588
280,92,8,0.65,0.43333333333333335,18.41,370.07,False,0.6057488124335527
320,36,66,0.65,0.43333333333333335,18.41,405.51,False,0.6161687821526133
320,73,27,0.65,0.43333333333333335,18.41,405.51,False,0.4094865710318788
320,86,14,0.65,0.43333333333333335,18.41,405.51,False,0.9940691303452597
320,92,8,0.65,0.43333333333333335,18.41,405.51,False,0.6005075236892838
80,36,66,0.775,0.5166666666666667,18.41,426.62,False,0.6121220181314598
80,73,27,0.775,0.5166666666666667,18.41,438.34,False,0.6878252810682618
80,86,14,0.775,0.5166666666666667,18.41,420.97,True,1.0297376578397022
80,92,8,0.775,0.5166666666666667,18.41,432.99,True,1.120661532697237
90,36,66,0.775,0.5166666666666667,18.41,465.03,True,1.272851074820976
90,73,27,0.775,0.5166666666666667,18.41,381.86,True,1.2048397481027409
90,86,14,0.775,0.5166666666666667,18.41,457.02,False,0.9666656043870137
90,92,8,0.775,0.5166666666666667,18.41,457.02,False,0.6982401305056465
97,36,66,0.775,0.5166666666666667,18.41,456.9,False,0.9467399417832739
97,73,27,0.775,0.5166666666666667,18.41,456.9,True,1.1691771355761675
97,86,14,0.775,0.5166666666666667,18.41,456.9,True,1.3308685154440125
97,92,8,0.775,0.5166666666666667,18.41,456.9,False,0.8734948084247327
100,36,66,0.775,0.5166666666666667,18.41,369.56,False,0.6741836018910866
100,73,27,0.775,0.5166666666666667,18.41,369.56,False,0.47700361774477823
100,86,14,0.775,0.5166666666666667,18.41,369.56,True,1.2996060045053672
100,92,8,0.775,0.5166666666666667,18.41,369.56,False,0.6270781815990818
150,36,66,0.775,0.5166666666666667,18.41,413.96,False,0.9936445544158155
150,73,27,0.775,0.5166666666666667,18.41,381.86,False,0.5739167480855437
150,86,14,0.775,0.5166666666666667,18.41,381.86,True,1.2492587341668313
150,92,8,0.775,0.5166666666666667,18.42,348.33,False,0.6281320278087676
170,36,66,0.775,0.5166666666666667,18.41,456.9,True,1.22985842650468
170,73,27,0.775,0.5166666666666667,18.41,456.9,True,1.0333599287616777
170,86,14,0.775,0.5166666666666667,18.41,456.9,False,0.7593018307635971
170,92,8,0.775,0.5166666666666667,18.41,456.9,True,1.6210065377522067
210,36,66,0.775,0.5166666666666667,18.41,476.74,True,1.4340198920071432
210,73,27,0.775,0.5166666666666667,18.41,480.71,False,0.9687755076614072
210,86,14,0.775,0.5166666666666667,18.41,488.65,True,1.5324723797344257
210,92,8,0.775,0.5166666666666667,18.41,492.61,True,1.0365194400917088
280,36,66,0.775,0.5166666666666667,18.41,449.01,True,1.0307546540048436
280,73,27,0.775,0.5166666666666667,18.41,381.86,True,1.3356704197841083
280,86,14,0.775,0.5166666666666667,18.41,11.87,True,1.272230018690776
280,92,8,0.775,0.5166666666666667,2302.09,301.13,False,0.47599423485021986
320,36,66,0.775,0.5166666666666667,18.41,456.9,True,1.1803836695326855
320,73,27,0.775,0.5166666666666667,18.41,456.9,True,1.202133591338518
320,86,14,0.775,0.5166666666666667,18.41,460.87,True,1.0888529327687364
320,92,8,0.775,0.5166666666666667,18.41,468.81,True,1.8647193993419668
80,36,66,0.975,0.65,18.41,360.57,True,1.0929562397094759
80,73,27,0.975,0.65,18.41,360.57,False,0.8799859499625642
80,86,14,0.975,0.65,34414.94,11.33,False,0.6393235594688513
80,92,8,0.975,0.65,18.41,360.57,False,0.7583274605360253
90,36,66,0.975,0.65,18.41,360.57,True,1.0978792636315855
90,73,27,0.975,0.65,18.41,360.57,False,0.9371527674528916
90,86,14,0.975,0.65,18.41,385.77,False,0.9368562628334676
90,92,8,0.975,0.65,18.41,373.86,True,1.0719914236298516
97,36,66,0.975,0.65,0.01,11.6,False,0.627866090538253
97,73,27,0.975,0.65,18.42,142.7,False,0.7646566905524462
97,86,14,0.975,0.65,18.42,157.0,False,0.8410479330962771
97,92,8,0.975,0.65,18.42,169.26,False,0.8352653298017347
100,36,66,0.975,0.65,18.41,357.97,False,0.9127731072000501
100,73,27,0.975,0.65,18.41,354.0,True,1.232177158505778
100,86,14,0.975,0.65,18.41,354.0,False,0.9119935756932556
100,92,8,0.975,0.65,18.41,354.0,False,0.7669517885110394
150,36,66,0.975,0.65,18.41,280.04,True,1.2896842874020267
150,73,27,0.975,0.65,18.41,254.08,True,1.1232706805090802
150,86,14,0.975,0.65,18.41,224.6,False,0.815818044793868
150,92,8,0.975,0.65,3635.62,187.11,True,1.1258603716463993
170,36,66,0.975,0.65,18.42,180.17,False,0.8447215865873452
170,73,27,0.975,0.65,18.42,193.8,False,0.9732908456217315
170,86,14,0.975,0.65,18.42,206.07,True,1.1022063771022423
170,92,8,0.975,0.65,18.42,214.24,True,1.1069403935134228
210,36,66,0.975,0.65,18.42,253.07,False,0.9448925275185319
210,73,27,0.975,0.65,18.42,261.25,False,0.9591495404819583
210,86,14,0.975,0.65,18.42,268.07,True,1.2119490998009335
210,92,8,0.975,0.65,18.42,272.16,True,1.126062466302331
280,36,66,0.975,0.65,18.41,360.57,False,0.9020671080291752
280,73,27,0.975,0.65,18.41,360.57,False,0.975070308888078
280,86,14,0.975,0.65,18.41,360.57,True,1.0566194762098662
280,92,8,0.975,0.65,18.42,11.71,False,0.7232929819721285
320,36,66,0.975,0.65,18.42,221.06,False,0.9804556007991821
320,73,27,0.975,0.65,18.42,231.27,False,0.9639943900960728
